"","rank","title","Previous.Rank","Revenues...M.","Revenue.Change","Profits...M.","Profit.Change","Assets...M.","Mkt.Value.as.of.3.29.18...M.","Employees","CEO","CEO.Title","Sector","Industry","Years.on.Fortune.500.List","City","State","Latitude","Longitude","CEO.gender","ticker"
"833",833,"Selective Insurance Group","865","$2,470 ","8.10%","$168.80 ","6.50%","$7,686 ","$3,566 ","2,260","Gregory Murphy","Chairman &  Chief Executive Officer","Financials","Insurance: Property and Casualty (Stock)","-","Branchville","NJ",41.1464852,-74.7523874,"male","SIGI"
"834",834,"AptarGroup","856","$2,469 ","5.90%","$220.00 ","7.00%","$3,138 ","$5,600 ","13,200","Stephan Tanda","President, Chief Executive Officer &  Director","Materials","Packaging, Containers","-","Crystal Lake","IL",42.2411344,-88.3161965,"male","ATR"
"835",835,"Benchmark Electronics","863","$2,467 ","6.80%","($32.00)","-149.90%","$2,097 ","$1,455 ","10,600","Paul Tufano","President, Chief Executive Officer &  Director","Technology","Semiconductors and Other Electronic Components","-","Scottsdale","AZ",33.4941704,-111.9260519,"male","BHE"
"836",836,"Columbia Sportswear","841","$2,466 ","3.70%","$105.10 ","-45.20%","$2,213 ","$5,351 ","6,188","Timothy Boyle","President, Chief Executive Officer &  Director","Apparel","Apparel","-","Portland","OR",45.5122308,-122.6587185,"male","COLM"
"837",837,"A. Schulman","811","$2,461 ","-1.40%","$33.00 ","-","$1,754 ","$1,270 ","4,900","Joseph Gingo","Chairman, President &  Chief Executive Officer","Chemicals","Chemicals","-","Fairlawn","OH",41.127833,-81.609844,"male",NA
"838",838,"Verso","786","$2,461 ","-6.80%","($30.00)","-","$1,732 ","$580 ","4,200","Christopher DiSantis","President, Chief Executive Officer &  Director","Materials","Forest and Paper Products","-","Miamisburg","OH",39.6428362,-84.2866083,"male","MSN"
"839",839,"Digital Realty Trust","901","$2,458 ","14.70%","$248.30 ","-41.70%","$21,404 ","$21,701 ","1,429","William Stein","Chairman &  Chief Executive Officer","Financials","Real estate","-","SF","CA",37.7749295,-122.4194155,"male","DLR"
"840",840,"GNC Holdings","797","$2,453 ","-3.40%","($148.90)","-","$1,517 ","$323 ","11,500","Kenneth Martindale","Chairman &  Chief Executive Officer","Food &  Drug Stores","Food and Drug Stores","-","Pittsburgh","PA",40.4406248,-79.9958864,"male","GDS"
"841",841,"E*Trade Financial","930","$2,452 ","21.00%","$614.00 ","11.20%","$63,365 ","$14,692 ","3,607","Karl Roessner","Chairman &  Chief Executive Officer","Financials","Securities","-","New York","NY",40.7127753,-74.0059728,"male",NA
"842",842,"Hovnanian Enterprises","765","$2,452 ","-10.90%","($332.20)","-","$1,901 ","$271 ","1,905","Ara Hovnanian","Chairman, President &  Chief Executive Officer","Engineering &  Construction","Homebuilders","-","Red Bank","NJ",40.3470543,-74.0643065,"male","HOVNP"
"843",843,"Maximus","832","$2,451 ","2.00%","$209.40 ","17.40%","$1,351 ","$4,353 ","20,400","Bruce Caswell","President, Chief Executive Officer &  Director","Technology","Information Technology Services","-","Reston","VA",38.9586307,-77.3570028,"male","MMS"
"844",844,"Twitter","802","$2,443 ","-3.40%","($108.10)","-","$7,413 ","$21,784 ","3,372","Jack Dorsey","Chairman &  Chief Executive Officer","Technology","Internet Services and Retailing","-","SF","CA",37.7749295,-122.4194155,"male","TWTR"
"845",845,"Par Pacific Holdings","974","$2,443 ","31.00%","$72.60 ","-","$1,347 ","$784 ","905","William Pate","President, Chief Executive Officer &  Director","Energy","Petroleum Refining","-","Houston","TX",29.7604267,-95.3698028,"male","APWC"
"846",846,"Parexel International","824","$2,442 ","0.60%","$107.30 ","-30.70%","$2,313 ","-","18,900","Jamie Macdonald","Chief Executive Officer","Health Care","Health Care: Pharmacy and Other Services","-","Waltham","MA",42.3764852,-71.2356113,"female",NA
"847",847,"RH","902","$2,440 ","14.30%","$2.20 ","-59.60%","$1,733 ","$2,050 ","4,750","Gary Friedman","Chairman &  Chief Executive Officer","Retailing","Specialty Retailers: Other","-","Corte Madera","CA",37.9254806,-122.5274755,"male","AE"
"848",848,"Nexstar Media Group","","$2,432 ","120.40%","$475.00 ","418.90%","$7,482 ","$3,066 ","8,737","Perry Sook","Chairman, President &  Chief Executive Officer","Media","Entertainment","-","Irving","TX",32.8140177,-96.9488945,"male","NXST"
"849",849,"Knight-Swift Transportation Holdings","586","$2,426 ","116.90%","$484.30 ","416.00%","$7,683 ","$8,199 ","25,300","David Jackson","President, Chief Executive Officer &  Director","Transportation","Trucking, Truck Leasing","-","Phoenix","AZ",33.4483771,-112.0740373,"male",NA
"850",850,"Red Hat","920","$2,412 ","17.50%","$253.70 ","27.30%","$4,535 ","$26,464 ","10,500","James Whitehurst","President, Chief Executive Officer &  Director","Technology","Computer Software","-","Raleigh","NC",35.7795897,-78.6381787,"male","RHT"
"851",851,"Belden","846","$2,389 ","1.40%","$93.20 ","-27.20%","$3,841 ","$2,891 ","8,800","John Stroup","Chairman, President &  Chief Executive Officer","Industrials","Electronics, Electrical Equip.","-","St. Louis","MO",38.6270025,-90.1994042,"male","BDC"
"852",852,"Boyd Gaming","894","$2,384 ","9.10%","$189.20 ","-54.70%","$4,686 ","$3,589 ","19,707","Keith Smith","President, Chief Executive Officer &  Director","Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts","-","Las Vegas","NV",36.1699412,-115.1398296,"male","BYD"
"853",853,"Primoris Services","938","$2,380 ","19.20%","$72.40 ","170.80%","$1,256 ","$1,287 ","7,102","David King","President, Chief Executive Officer &  Director","Engineering &  Construction","Engineering, Construction","-","Dallas","TX",32.7766642,-96.7969879,"male","PRIM"
"854",854,"Gardner Denver","","$2,375 ","22.50%","$18.40 ","-","$4,621 ","$6,051 ","6,400","Vicente Reynal","Chairman &  Chief Executive Officer","Industrials","Industrial Machinery","-","Milwaukee","WI",43.0389025,-87.9064736,"male","GDI"
"855",855,"Donaldson","882","$2,372 ","6.80%","$232.80 ","22.00%","$1,980 ","$5,851 ","13,200","Tod Carpenter","Chairman, President &  Chief Executive Officer","Industrials","Industrial Machinery","-","Minneapolis","MN",44.977753,-93.2650108,"male","DCI"
"856",856,"Party City Holdco","866","$2,372 ","3.90%","$215.30 ","83.30%","$3,455 ","$1,504 ","14,600","James Harrison","Chairman &  Chief Executive Officer","Retailing","Specialty Retailers: Other","-","Elmsford","NY",41.0550969,-73.8201337,"male","PRTY"
"857",857,"J.Crew Group","826","$2,370 ","-2.30%","($125.00)","-","$1,201 ","$0 ","8,950","James Brett","Chairman &  Chief Executive Officer","Retailing","Specialty Retailers: Apparel","-","New York","NY",40.7127753,-74.0059728,"male",NA
"858",858,"EnerSys","861","$2,367 ","2.20%","$160.20 ","17.70%","$2,293 ","$2,907 ","9,400","David Shaffer","President, Chief Executive Officer &  Director","Industrials","Electronics, Electrical Equip.","-","Reading","PA",40.3356483,-75.9268747,"male","ENS"
"859",859,"Guess","887","$2,364 ","7.90%","($7.90)","-134.70%","$1,656 ","$1,667 ","14,700","Victor Herrero","Chairman &  Chief Executive Officer","Retailing","Specialty Retailers: Apparel","-","Los Angeles","CA",34.0522342,-118.2436849,"male","GES"
"860",860,"Patterson-UTI Energy","","$2,357 ","157.30%","$5.90 ","-","$5,759 ","$3,892 ","8,000","William Hendricks Jr","President, Chief Executive Officer &  Director","Energy","Oil and Gas Equipment, Services","-","Houston","TX",29.7604267,-95.3698028,"male","PTEN"
"861",861,"WGL Holdings","848","$2,355 ","0.20%","$192.60 ","14.90%","$6,626 ","$4,296 ","1,586","Terry McCallister","Chairman &  Chief Executive Officer","Energy","Energy","-","Leavenworth","WA",47.7510741,-120.7401385,"male","DPW"
"862",862,"Wolverine World Wide","812","$2,350 ","-5.80%","$0.30 ","-99.70%","$2,399 ","$2,753 ","3,700","Blake Krueger","Chairman, President &  Chief Executive Officer","Apparel","Apparel","-","Rockford","MI",43.1200272,-85.5600316,"male","WWW"
"863",863,"Xilinx","885","$2,349 ","6.10%","$622.50 ","13.00%","$4,741 ","$18,408 ","3,831","Victor Peng","President, Chief Executive Officer &  Director","Technology","Semiconductors and Other Electronic Components","-","San Jose","CA",37.3382082,-121.8863286,"male","XLNX"
"864",864,"Vornado Realty Trust","809","$2,345 ","-6.60%","$227.40 ","-74.90%","$17,398 ","$12,786 ","3,989","Steven Roth","Chairman &  Chief Executive Officer","Financials","Real estate","-","New York","NY",40.7127753,-74.0059728,"male","VNO"
"865",865,"Middleby","873","$2,336 ","3.00%","$298.10 ","4.90%","$3,340 ","$6,896 ","8,493","Selim Bassoul","Chairman, President &  Chief Executive Officer","Industrials","Industrial Machinery","-","Elgin","IL",42.0354084,-88.2825668,"male","MIDD"
"866",866,"MPM Holdings","879","$2,331 ","4.40%","$0.00 ","-","$2,717 ","$1,282 ","5,200","John Boss","President, Chief Executive Officer &  Director","Chemicals","Chemicals","-","Waterford","NY",42.7925777,-73.6812293,"male","DPW"
"867",867,"Cleveland-Cliffs","907","$2,330.20 ","10.50%","$367.00 ","110.80%","$2,953.40 ","$2,067 ","2938","Lourenco Goncalves","Chairman, President &  Chief Executive Officer","Energy","Mining, Crude-Oil Production","-","Cleveland","OH",41.49932,-81.6943605,NA,"CLF"
"868",868,"GGP","849","$2,328 ","-0.80%","$657.30 ","-49.00%","$23,350 ","$19,581 ","1,700","Sandeep Mathrani","Chairman &  Chief Executive Officer","Financials","Real estate","-","Chicago","IL",41.8781136,-87.6297982,"male","AMAG"
"869",869,"Cypress Semiconductor","959","$2,328 ","21.00%","($80.90)","-","$3,537 ","$6,021 ","6,099","Hassane El-Khoury","President, Chief Executive Officer &  Director","Technology","Semiconductors and Other Electronic Components","-","San Jose","CA",37.3382082,-121.8863286,"male","CY"
"870",870,"Arch Coal","946","$2,325 ","17.70%","$238.50 ","-","$1,980 ","$1,913 ","3,790","John Eaves","Chairman &  Chief Executive Officer","Energy","Mining, Crude-Oil Production","-","St. Louis","MO",38.6270025,-90.1994042,"male","ARCH"
"871",871,"GMS","976","$2,319 ","24.80%","$48.90 ","289.10%","$1,393 ","$1,254 ","4,464","Michael Callahan Jr","President, Chief Executive Officer &  Director","Wholesalers","Wholesalers: Diversified","-","Tucker","GA",33.8545479,-84.2171424,"male","BGSF"
"872",872,"Waters","899","$2,309 ","6.50%","$20.30 ","-96.10%","$5,340 ","$15,553 ","7,000","Christopher O'Connell","Chairman &  Chief Executive Officer","Technology","Scientific,Photographic and  Control Equipment","-","Milford","MA",42.1398577,-71.5163049,"male","CTWS"
"873",873,"H.B. Fuller","913","$2,306 ","10.10%","$58.20 ","-53.10%","$4,361 ","$2,513 ","5,965","James Owens","President, Chief Executive Officer &  Director","Chemicals","Chemicals","-","St Paul","MN",44.9537029,-93.0899578,"male","FUL"
"874",874,"Affiliated Managers Group","892","$2,305 ","5.00%","$689.50 ","45.80%","$8,702 ","$10,331 ","4,400","Nathaniel Dalton","Chairman &  Chief Executive Officer","Financials","Securities","-","West Palm Beach","FL",26.7153424,-80.0533746,"male","AMG"
"875",875,"PerkinElmer","875","$2,301 ","1.80%","$292.60 ","24.90%","$6,092 ","$8,367 ","11,000","Robert Friel","Chairman, President &  Chief Executive Officer","Technology","Scientific,Photographic and  Control Equipment","-","Waltham","MA",42.3764852,-71.2356113,"male","PKI"
"876",876,"Edgewell Personal Care","845","$2,298 ","-2.70%","$5.70 ","-96.80%","$4,189 ","$2,636 ","6,000","David Hatfield","Chairman, President &  Chief Executive Officer","Household Products","Household and Personal Products","-","Chesterfield","MO",38.6631083,-90.5770675,"male",NA
"877",877,"Maxim Integrated Products","891","$2,296 ","4.60%","$571.60 ","151.30%","$4,570 ","$16,935 ","7,040","Tun� Doluca","President, Chief Executive Officer &  Director","Technology","Semiconductors and Other Electronic Components","-","San Jose","CA",37.3382082,-121.8863286,NA,"MXIM"
"878",878,"Knights of Columbus","880","$2,290 ","2.80%","$108.10 ","21.90%","$24,954 ","-","926","Carl Anderson","Chairman &  Chief Executive Officer","Financials","Insurance: Life, Health (Mutual)","-","New Haven","CT",41.308274,-72.9278835,"male",NA
"879",879,"IDEX","906","$2,287 ","8.20%","$337.30 ","24.40%","$3,400 ","$10,916 ","7,167","Andrew Silvernail","Chairman, President &  Chief Executive Officer","Industrials","Industrial Machinery","-","Lake Forest","IL",42.2586342,-87.840625,"male","FAB"
"880",880,"DST Systems","847","$2,284 ","-3.00%","$451.50 ","5.70%","$2,938 ","$4,962 ","14,200","William Stone","CEO-SS& C Technologies Holdings","Business Services","Financial Data Services","-","KCMO","MO",39.0997265,-94.5785667,"male","CSGS"
"881",881,"Chicos FAS","814","$2,282 ","-7.80%","$101.00 ","10.70%","$1,088 ","$1,152 ","12,350","Shelley Broader","President, Chief Executive Officer &  Director","Retailing","Specialty Retailers: Apparel","-","Fort Myers","FL",26.640628,-81.8723084,"female",NA
"882",882,"Nu Skin Enterprises","888","$2,279 ","3.20%","$129.40 ","-9.50%","$1,590 ","$3,888 ","48,700","Ritch Wood","Chairman &  Chief Executive Officer","Household Products","Household and Personal Products","-","Provo","UT",40.2338438,-111.6585337,"male","NUS"
"883",883,"Herman Miller","874","$2,278 ","0.60%","$123.90 ","-9.40%","$1,306 ","$1,907 ","7,478","Brian Walker","President, Chief Executive Officer &  Director","Household Products","Home Equipment, Furnishings","-","Zeeland","MI",42.8125246,-86.018651,"male","MLHR"
"884",884,"NLV Financial","943","$2,275 ","14.40%","$259.90 ","66.60%","$30,209 ","-","1,065","Mehran Assadi","President, Chief Executive Officer &  Director","Financials","Insurance: Life, Health (stock)","-","Montpelier","VT",44.2600593,-72.5753869,"male","CCNE"
"885",885,"Curtiss-Wright","908","$2,271 ","7.70%","$214.90 ","14.70%","$3,236 ","$5,976 ","8,600","David Adams","Chairman &  Chief Executive Officer","Aerospace &  Defense","Aerospace and Defense","-","Charlotte","NC",35.2270869,-80.8431267,"male","CW"
"886",886,"New Jersey Resources","970","$2,269 ","20.60%","$132.10 ","0.30%","$3,929 ","$3,513 ","1,052","Laurence Downes","Chairman, President &  Chief Executive Officer","Energy","Energy","-","Wall Township","NJ",40.1606666,-74.0679753,"male","BKJ"
"887",887,"REV Group","957","$2,268 ","17.70%","$31.40 ","3.90%","$1,254 ","$1,341 ","7,800","Timothy Sullivan","President, Chief Executive Officer &  Director","Motor Vehicles &  Parts","Motor Vehicles and Parts","-","Milwaukee","WI",43.0389025,-87.9064736,"male","CBRE"
"888",888,"Mueller Industries","919","$2,266 ","10.20%","$85.60 ","-14.20%","$1,320 ","$1,505 ","4,125","Gregory Christopher","Chairman &  Chief Executive Officer","Industrials","Industrial Machinery","-","Memphis","TN",35.1495343,-90.0489801,"male","MLI"
"889",889,"GEO Group","895","$2,263 ","3.90%","$146.20 ","-1.70%","$4,227 ","$2,531 ","18,512","George Zoley","Chairman &  Chief Executive Officer","Business Services","Miscellaneous","-","Boca Raton","FL",26.3683064,-80.1289321,"male","JOB"
"890",890,"Allison Transmission Holdings","984","$2,262 ","22.90%","$504.00 ","134.50%","$4,205 ","$5,404 ","2,700","David Graziosi","Chairman &  Chief Executive Officer","Motor Vehicles &  Parts","Motor Vehicles and Parts","-","Indianapolis","IN",39.768403,-86.158068,"male","ALSN"
"891",891,"OGE Energy","876","$2,261 ","0.10%","$619.00 ","83.00%","$10,413 ","$6,544 ","2,413","Sean Trauschke","Chairman, President &  Chief Executive Officer","Energy","Utilities: Gas and Electric","-","Oklahoma City","OK",35.4675602,-97.5164276,"male","MGEE"
"892",892,"Cheesecake Factory","867","$2,261 ","-0.70%","$157.40 ","12.80%","$1,333 ","$2,213 ","39,100","David Overton","Chairman &  Chief Executive Officer","Hotels, Restaurants &  Leisure","Food Services","-","Calabasas","CA",34.1372953,-118.6541895,"male","CAKE"
"893",893,"PRA Health Sciences","","$2,259 ","24.70%","$86.90 ","27.50%","$3,358 ","$5,292 ","15,800","Colin Shannon","Chairman, President &  Chief Executive Officer","Technology","Scientific,Photographic and  Control Equipment","-","Raleigh","NC",35.7795897,-78.6381787,"male","PRAH"
"894",894,"Tupperware Brands","886","$2,255.80 ","1.90%","($265.40)","-218.70%","$1,388 ","$2,473 ","12000","Patricia Stitzel","President, Chief Executive Officer &  Director","Household Products","Household and Personal Products","-","Orlando","FL",28.5383355,-81.3792365,"female","TUP"
"895",895,"Euronet Worldwide","950","$2,252 ","15.00%","$156.80 ","-10.10%","$3,140 ","$4,058 ","6,600","Michael Brown","Chairman, President &  Chief Executive Officer","Business Services","Financial Data Services","-","Leawood","KS",38.966673,-94.6169012,"male","EEFT"
"896",896,"FLEETCOR Technologies","988","$2,250 ","22.80%","$740.20 ","63.60%","$11,318 ","$18,186 ","7,890","Ronald Clarke","Chairman &  Chief Executive Officer","Business Services","Financial Data Services","-","Norcross","GA",33.969864,-84.2212938,"male",NA
"897",897,"Nationstar Mortgage Holdings","852","$2,247 ","-4.00%","$30.00 ","57.90%","$18,036 ","$1,755 ","7,600","Jay Bray","Chairman, President &  Chief Executive Officer","Financials","Diversified Financials","-","Coppell","TX",32.9545687,-97.0150078,"male",NA
"898",898,"GoDaddy","980","$2,232 ","20.80%","$136.40 ","-","$5,738 ","$10,315 ","5,990","Scott Wagner","Chief Executive Officer","Technology","Internet Services and Retailing","-","Scottsdale","AZ",33.4941704,-111.9260519,"male","GDDY"
"899",899,"Blackhawk Network Holdings","966","$2,232 ","17.50%","($155.80)","-3444.10%","$4,140 ","$2,529 ","3,190","Talbott Roche","President, Chief Executive Officer &  Director","Business Services","Financial Data Services","-","Pleasanton","CA",37.6624312,-121.8746789,"male",NA
"900",900,"Cboe Global Markets","","$2,229 ","217.00%","$401.70 ","115.00%","$5,266 ","$12,860 ","889","Edward Tilly","Chairman &  Chief Executive Officer","Financials","Securities","-","Chicago","IL",41.8781136,-87.6297982,"male","CBOE"
